"","Sex","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg"
"2882","M",300,177.5,272.5,750
"2883","M",207.5,120,197.5,525
"2884","M",287.5,205,340,832.5
"2885","M",180,105,170,455
"2886","F",97.5,67.5,127.5,292.5
"2887","M",160,107.5,205,472.5
"2888","M",282.5,202.5,285,770
"2889","M",165,107.5,197.5,470
"2890","F",105,55,105,265
"2891","M",217.5,150,272.5,640
"2892","M",177.5,102.5,185,465
"2893","F",110,72.5,132.5,315
"2894","M",182.5,132.5,195,510
"2895","M",220,147.5,230,597.5
"2896","M",310,192.5,270,772.5
"2897","M",220,135,225,580
"2898","M",265,200,280,745
"2899","M",265,162.5,262.5,690
"2900","M",230,190,260,680
"2901","M",220,125,247.5,592.5
"2902","M",170,102.5,200,472.5
"2903","F",92.5,42.5,117.5,252.5
"2904","M",230,162.5,255,647.5
"2905","M",80,52.5,85,217.5
"2906","F",114,73,146,333
"2907","F",107.5,62.5,132.5,302.5
"2908","M",185,100,202.5,487.5
"2909","M",165,100,215,480
"2910","M",190,150,220,560
"2911","M",185,112.5,247.5,545
"2912","F",107.5,47.5,125,280
"2913","M",312.5,140,300,752.5
"2914","M",210,155,235,600
"2915","M",155,115,217.5,487.5
"2916","M",227.5,160,227.5,615
"2917","M",255,140,290,685
"2918","M",190.51,113.4,254.01,557.92
"2919","F",165,90,172.5,427.5
"2920","F",152.5,90,195,437.5
"2921","M",115,105,190,410
"2922","M",250,170,265,685
"2923","M",315,227.5,315,857.5
"2924","F",85,75,102.5,262.5
"2925","M",285,220,295,800
"2926","M",150,85,147.5,382.5
"2927","M",182.5,115,185,482.5
"2928","M",177.5,100,195,472.5
"2929","M",242.67,167.83,233.6,644.1
"2930","M",132.5,85,160,377.5
"2931","M",165,120,180,465
"2932","M",247.5,145,250,642.5
"2933","F",90,57.5,105,252.5
"2934","M",122.5,115,147.5,385
"2935","M",222.5,130,240,592.5
"2936","M",175,130,222.5,527.5
"2937","M",355,290,317.5,962.5
"2938","M",225,152.5,255,632.5
"2939","M",140,100,200,440
"2940","F",86.18,47.63,124.74,258.55
"2941","M",237.5,155,247.5,640
"2942","M",182.5,122.5,190,495
"2943","M",257.5,212.5,240,710
"2944","F",125,67.5,155,347.5
"2945","M",160,95,193,448
"2946","F",87.5,52.5,100,240
"2947","F",135,72.5,120,327.5
"2948","M",142.5,107.5,180,430
"2949","F",122.5,70,132.5,325
"2950","M",272.5,165,300,737.5
"2951","M",192.5,142.5,260,595
"2952","M",122.5,62.5,142.5,327.5
"2953","F",70.3,40.8,104.3,215.5
"2954","F",205,157.5,220,582.5
"2955","M",182.5,105,207.5,495
"2956","M",187.5,107.5,220,515
"2957","F",72.5,62.5,75,210
"2958","M",162.5,152.5,207.5,522.5
"2959","M",212.5,140,280,632.5
"2960","M",225,132.5,250,607.5
"2961","M",182.5,112.5,217.5,512.5
"2962","M",217.5,120,240,577.5
"2963","M",257.5,182.5,250,690
"2964","F",112.5,65,142.5,320
"2965","M",275,177.5,265,717.5
"2966","F",182.5,122.5,170,475
"2967","M",355,242.5,365,962.5
"2968","F",160,80,157.5,397.5
"2969","M",270,182.5,270,722.5
"2970","M",55,60,97.5,212.5
"2971","M",142.88,142.88,204.12,489.88
"2972","F",130,80,170,380
"2973","M",267.5,175,267.5,710
"2974","F",127.5,62.5,150,340
"2975","F",117.5,60,147.5,325
"2976","M",182.5,110,225,517.5
"2977","M",242.5,145,235,622.5
"2978","M",190,120,180,490
"2979","M",160.5,92.5,210,463
"2980","M",235,165,275,675
"2981","M",180,112.5,225,517.5
"2982","M",168,135,185,488
"2983","M",140,92.5,150,382.5
"2984","M",270,180,245,695
"2985","M",265,192.5,250,707.5
"2986","M",260,180,240,680
"2987","F",72.5,42.5,92.5,207.5
"2988","M",187.5,115,195,497.5
"2989","M",285,197.5,327.5,810
"2990","F",107.5,67.5,140,315
"2991","M",217.5,142.5,257.5,617.5
"2992","M",295,170,300,765
"2993","M",202.5,135,232.5,570
"2994","M",68.04,163.29,70.31,301.64
"2995","F",160,137.5,150,447.5
"2996","M",280,190,295,765
"2997","M",180,100,240,520
"2998","M",100,82.5,145,327.5
"2999","F",95,52.5,112.5,260
"3000","M",192.5,115,232.5,540
"3001","M",265,182.5,290,737.5
"3002","M",197.5,120,230,547.5
"3003","M",90,65,142.5,297.5
"3004","M",310,245,282.5,837.5
"3005","F",130,82.5,150,362.5
"3006","M",245,142.5,265,652.5
"3007","F",160,77.5,182.5,420
"3008","M",272.5,182.5,285,740
"3009","M",217.5,135,240,592.5
"3010","M",150,120,200,470
"3011","M",180,127.5,230,537.5
"3012","F",80,50,100,230
"3013","M",180,160,195,535
"3014","M",342.5,220,275,837.5
"3015","M",202.5,145,202.5,550
"3016","M",255,155,272.5,682.5
"3017","M",197.5,137.5,237.5,572.5
"3018","F",90,42.5,120,252.5
"3019","M",350,235,315,900
"3020","M",162.5,122.5,225,510
"3021","M",325,220,300,845
"3022","F",57.5,30,85,172.5
"3023","M",262.5,185,262.5,710
"3024","M",195,105,220,520
"3025","M",207.5,137.5,215,560
"3026","M",205,117.5,207.5,530
"3027","M",205,137.5,227.5,570
"3028","M",187.5,105,227.5,519.99
"3029","M",183.7,122.47,208.65,514.83
"3030","M",185,140,235,560
"3031","F",140,70,150,360
"3032","M",177.5,122.5,197.5,497.5
"3033","M",255,75,265,595
"3034","M",195,125,255,575
"3035","F",80,55,120,255
"3036","F",75,47.5,77.5,200
"3037","M",265,150,262.5,677.5
"3038","M",235,145,240,620
"3039","F",125,85,130,340
"3040","M",260,102.5,245,607.5
"3041","F",70,37.5,90,197.5
"3042","M",165,122.5,200,487.5
"3043","M",375,270,310,955
"3044","M",212.5,122.5,212.5,547.5
"3045","M",200,157.5,242.5,600
"3046","F",125,67.5,142.5,335
"3047","M",260.82,260.82,294.84,816.47
"3048","M",205,135,240,580
"3049","M",340,205,285,830
"3050","M",154.22,99.79,181.44,435.45
"3051","M",182.5,112.5,190,485
"3052","M",255,120,250,625
"3053","M",192.5,142.5,215,550
"3054","M",215,142.5,240,597.5
"3055","F",170,105,160,435
"3056","M",225,130,222.5,577.5
"3057","M",226.8,142.88,226.8,596.47
"3058","M",158.76,115.67,217.72,492.15
"3059","M",157.5,110,227.5,495
"3060","M",177.5,102.5,256,536
"3061","M",180,122.5,200,502.5
"3062","M",335,230,290,855
"3063","F",75,117.5,142.5,335
"3064","F",82.5,42.5,120,245
"3065","M",170,125,230,525
"3066","M",290,190,270,750
"3067","M",250,145,250,645
"3068","M",195,110,217.5,522.5
"3069","M",140,125,165,430
"3070","M",210,165,255,630
"3071","F",95,57.5,122.5,275
"3072","F",135,77.5,147.5,360
"3073","M",250,145,217.5,612.5
"3074","M",230,127.5,255,612.5
"3075","M",227.5,165,277.5,670
"3076","M",160,125,210,495
"3077","M",372.5,230,320,922.5
"3078","F",130,45,150,325
"3079","M",180,100,205,485
"3080","M",185,105,255,545
"3081","M",220,140,242.5,602.5
"3082","M",210,150,250,610
"3083","M",220,192.5,277.5,690
"3084","M",230,160,290,680
"3085","M",320,270,340,930
"3086","M",180,110,225,515
"3087","F",115,57.5,125,297.5
"3088","F",195,105,180,480
"3089","F",112.5,65,145,322.5
"3090","M",190,130,220,540
"3091","M",205,135,227.5,567.5
"3092","M",190,172.5,222.5,585
"3093","M",290,235,245,770
"3094","F",87.5,62.5,115,265
"3095","M",390,257.5,357.5,1005
"3096","M",190,105,215,510
"3097","F",100.5,67.5,137.5,305.5
"3098","M",315,192.5,315,822.5
"3099","M",217.5,137.5,245,600
"3100","F",230,112.5,145,487.5
"3101","M",215,137.5,250,602.5
"3102","M",140,105,185,430
"3103","M",185,112.5,210,507.5
"3104","F",85,47.5,95,227.5
"3105","M",325,225,340,890
"3106","M",174.6,124.7,235.9,535.2
"3107","F",70,32.5,95,197.5
"3108","M",260.82,165.56,229.06,655.44
"3109","M",200,140,230,570
"3110","M",280,180,280,740
"3111","M",225,160,235,620
"3112","F",160,122.5,190,472.5
"3113","M",210,110,250,570
"3114","F",120,72.5,140,332.5
"3115","F",155,80,177.5,412.5
"3116","F",135,67.5,145,347.5
"3117","M",200,127.5,222.5,550
"3118","M",290,185,250,725
"3119","F",92.5,40,95,227.5
"3120","M",250,120,225,595
"3121","M",204.12,115.67,226.8,546.58
"3122","M",157.5,105,225,487.5
"3123","M",260,157.5,265,682.5
"3124","M",225,132.5,285,642.5
"3125","M",327.5,227.5,322.5,877.5
"3126","F",184,97.5,200,481.5
"3127","M",185,85,230,500
"3128","M",200,132.5,240,572.5
"3129","M",125,65,160,350
"3130","M",177.5,125,212.5,515
"3131","M",152.5,82.5,152.5,387.5
"3132","M",280,145,270,695
"3133","M",222.5,132.5,222.5,577.5
"3134","M",197.5,127.5,210,535
"3135","F",120,72.5,145,337.5
"3136","M",220,155,235,610
"3137","M",177.5,97.5,187.5,462.5
"3138","M",233.6,165.56,272.16,671.32
"3139","M",342.5,207.5,352.5,902.5
"3140","M",215,145,227.5,587.5
"3141","F",105,60,132.5,297.5
"3142","M",280,197.5,270,747.5
"3143","M",235,127.5,258.5,621
"3144","M",220,152.5,220,592.5
"3145","M",280,165,290,735
"3146","M",250,132.5,290,672.5
"3147","M",185,85,195,465
"3148","M",219.99,122.47,199.58,542.04
"3149","M",215,145,290,650
"3150","M",250,162.5,245,657.5
"3151","M",272.5,175,255,702.5
"3152","M",169.64,142.43,227.25,539.32
"3153","M",262.5,187.5,290,740
"3154","M",287.5,220,302.5,810
"3155","M",215,125,240,580
"3156","M",265,192.5,255,712.5
"3157","F",120,52.5,140,312.5
"3158","M",225,165,267.5,657.5
"3159","M",330,205,300,835
"3160","M",230,160,270,660
"3161","M",232.5,170,272.5,675
"3162","M",230,137.5,210,577.5
"3163","F",97.5,62.5,132.5,292.5
"3164","M",80,120,120,320
"3165","F",130,60,140,330
"3166","M",272.5,197.5,292.5,762.5
"3167","F",135,70,130,335
"3168","M",240,150,200,590
"3169","F",65,55,102.5,222.5
"3170","M",170,100,178,448
"3171","M",110,80,160,350
"3172","F",142.5,77.5,150,370
"3173","F",112.5,60,117.5,290
"3174","M",182.5,130,205,517.5
"3175","M",167.5,125,192.5,485
"3176","F",85,47.5,132.5,265
"3177","M",210,155,252.5,617.5
"3178","M",185,130,230,545
"3179","M",172.5,125,240,537.5
"3180","M",200,140,232.5,572.5
"3181","F",92.5,47.5,130,270
"3182","F",187.5,130,200,517.5
"3183","M",347,210.92,317.51,875.43
"3184","M",195.04,158.76,240.4,594.21
"3185","F",80,65,107.5,252.5
"3186","M",245,175,260,680
"3187","M",195,195,240,630
"3188","F",120.2,56.7,140.61,317.51
"3189","M",249.48,158.76,226.8,635.03
"3190","M",252.5,157.5,252.5,662.5
"3191","M",122.5,77.5,150,350
"3192","M",230,150,245,625
"3193","F",125,90,142.5,357.5
"3194","F",107.5,75,125,307.5
"3195","M",190,110,230,530
"3196","M",155,105,205,465
"3197","M",250,177.5,282.5,710
"3198","M",200,150,257.5,607.5
"3199","M",200,157.5,250,607.5
"3200","F",120,65,162.5,347.5
"3201","M",190,120,210,520
"3202","M",170,125,220,515
"3203","M",280,200,270,750
"3204","M",215,160,250,625
"3205","F",102.5,67.5,170,340
"3206","M",200,142.5,235,577.5
"3207","F",127.5,72.5,142.5,342.5
"3208","F",130,85,160,375
"3209","F",110,80,185,375
"3210","M",257.5,172.5,272.5,702.5
"3211","M",182.5,110,205,497.5
"3212","F",167.5,115,147.5,430
"3213","M",181.44,99.79,176.9,458.13
"3214","M",335,200,290,825
"3215","F",160,82.5,142.5,385
"3216","M",197.5,127.5,225,550
"3217","M",385,200,330,915
"3218","F",97.5,57.5,120,275
"3219","F",125,55,147.5,327.5
"3220","M",310,210,200,720
"3221","F",105,62.5,117.5,285
"3222","M",140,110,205,455
"3223","M",300,185,300,785
"3224","M",122.5,75,167.5,365
"3225","M",210,135,205,550
"3226","F",180,90,210,480
"3227","F",75,35,100,210
"3228","M",200,140,270,610
"3229","M",295,200,260,755
"3230","M",175,107.5,215,497.5
"3231","F",105,57.5,127.5,290
"3232","F",157.5,100,147.5,405
"3233","M",285,182.5,255,722.5
"3234","M",160,110,180,450
"3235","M",215,107.5,237.5,560
"3236","M",280,150,280,710
"3237","M",257.5,150,230,637.5
"3238","M",217.5,127.5,252.5,597.5
"3239","M",210,127.5,222.5,560
"3240","M",275,240,275,790
"3241","M",165,105,185,455
"3242","M",183.7,102.06,174.63,460.4
"3243","F",127.5,60,170,357.5
"3244","F",230,120,215,565
"3245","M",170,95,215,480
"3246","M",225,137.5,242.5,605
"3247","M",300,182.5,311,793.5
"3248","F",115,65,142.5,322.5
"3249","M",252.5,162.5,285,700
"3250","M",220,142.5,230,592.5
"3251","M",235,132.5,230,597.5
"3252","M",252.5,182.5,255,690
"3253","M",180,125,210,515
"3254","F",100,60,142.5,302.5
"3255","M",197.5,147.5,260,605
"3256","F",140.5,70,141,351.5
"3257","F",70,40,95,205
"3258","M",250,127.5,287.5,665
"3259","F",165,150,175,490
"3260","M",220,155,215,590
"3261","F",135,85,165,385
"3262","M",320,225,300,845
"3263","M",222.5,155,215,592.5
"3264","M",190,105,182.5,477.5
"3265","M",340,190,300,830
"3266","M",225,152.5,272.5,650
"3267","M",170,122.5,210,502.5
"3268","M",217.5,132.5,227.5,577.5
"3269","M",330,220,325,875
"3270","F",130,77.5,147.5,355
"3271","M",185,120,215,520
"3272","F",130,67.5,130,327.5
"3273","F",160.5,90,163,413.5
"3274","M",137.5,87.5,177.5,402.5
"3275","M",163.29,83.91,151.95,399.16
"3276","M",320,200,265,785
"3277","F",72.5,32.5,105,210
"3278","F",80,37.5,97.5,215
"3279","M",102.5,77.5,92.5,272.5
"3280","M",240,150,240,630
"3281","M",200,105,222.5,527.5
"3282","M",120,57.5,155,332.5
"3283","M",113.4,77.11,124.74,315.25
"3284","F",149.69,58.97,149.69,358.34
"3285","M",185,110,235,530
"3286","M",212.5,177.5,200,590
"3287","M",165,75,172.5,412.5
"3288","M",187.5,107.5,195,490
"3289","M",187.5,117.5,222.5,527.5
"3290","F",127.5,60,137.5,325
"3291","F",110,72.5,110,292.5
"3292","F",120,52.5,132.5,305
"3293","F",112.5,65,135,312.5
"3294","M",227.5,132.5,252.5,612.5
"3295","M",300,185,310,795
"3296","F",87.5,37.5,122.5,247.5
"3297","M",250,190,295,735
"3298","M",192.5,120,235,547.5
"3299","M",250,165,270,685
"3300","M",180,125,197.5,502.5
"3301","F",102.5,50,140,292.5
"3302","M",260,172.5,265,697.5
"3303","M",250,170,285,705
"3304","M",242.5,175,282.5,700
"3305","F",74.84,43.09,106.59,224.53
"3306","M",292.5,185,322.5,800
"3307","M",172.5,127.5,230,530
"3308","M",107.5,75,142.5,325
"3309","M",175,107,210,492
"3310","M",195,137.5,232.5,565
"3311","F",77.5,50,115,242.5
"3312","M",162.5,120,180,462.5
"3313","M",170,100,195,465
"3314","F",182.5,105,160,447.5
"3315","M",180,115,205,500
"3316","F",140,62.5,155,357.5
"3317","M",185,185,210,580
"3318","F",105,75,112.5,292.5
"3319","M",207.5,130,272.5,610
"3320","M",192.5,137.5,227.5,557.5
"3321","M",110,115,150,375
"3322","M",227.5,170,277.5,675
"3323","M",155,110,180,445
"3324","M",229.1,99.8,220,548.8
"3325","M",210,137.5,250,597.5
"3326","M",132.5,102.5,157.5,392.5
"3327","M",410,255,320,985
"3328","M",270,170,300,740
"3329","M",255,125,272.5,652.5
"3330","M",200,152.5,210,562.5
"3331","M",147.5,72.5,172.5,392.5
"3332","M",207.5,117.5,230,555
"3333","M",255,155,260,670
"3334","M",175,90,200,465
"3335","F",56.7,34,102.1,192.8
"3336","M",375,250,340,965
"3337","F",99.8,49.9,90.7,240.4
"3338","F",147.5,77.5,150,375
"3339","M",249.48,147.42,249.48,646.37
"3340","M",220,150,250,620
"3341","F",142.5,90,142.5,375
"3342","M",140,100,170,410
"3343","F",102.5,75,125,302.5
"3344","M",202.5,127.5,232.5,562.5
"3345","F",117.5,60,142.5,320
"3346","M",200,120,240,560
"3347","M",232.5,147.5,222.5,602.5
"3348","M",310,190,290,790
"3349","M",145,110,205,460
"3350","M",135,90,177.5,402.5
"3351","M",225,137.5,270,632.5
"3352","M",175,112.5,205,492.5
"3353","F",142.5,62.5,145,350
"3354","M",200,182.5,240,622.5
"3355","M",265,180,290,735
"3356","M",242.5,163,287.5,693
"3357","F",115,62.5,122.5,300
"3358","M",130,117.5,182.5,430
"3359","M",145,130,170,445
"3360","M",255,170,250,675
"3361","M",367.5,230,315,912.5
"3362","M",147.5,105,160,412.5
"3363","M",192.5,155,265,612.5
"3364","M",150,110,200,460
"3365","M",160,87.5,185,432.5
"3366","M",182.5,150,235,567.5
"3367","M",205,140,225,570
"3368","M",310,217.5,260,787.5
"3369","F",170,90,145,405
"3370","M",132.5,85,135,352.5
"3371","F",120,70,120,310
"3372","M",195,135,215,545
"3373","M",160,125,200,485
"3374","M",277.5,172.5,275,725
"3375","M",205,160,252.5,617.5
"3376","M",322.5,195,330,847.5
"3377","F",155,65,172.5,392.5
"3378","M",238.14,151.95,247.21,637.3
"3379","M",245,170,220,635
"3380","M",275,155,282.5,712.5
"3381","F",160,85,160,405
"3382","M",320,225,280,825
"3383","M",170,105,180,455
"3384","M",200,105,207.5,512.5
"3385","M",290,230,260,780
"3386","M",147.5,102.5,152.5,402.5
"3387","M",280,157.5,292.5,730
"3388","M",255,130,227.5,612.5
"3389","F",177.5,100,167.5,445
"3390","M",250,175,245,670
"3391","M",225,175,270,670
"3392","M",142.5,137.5,207.5,487.5
"3393","M",130,115,187.5,432.5
"3394","M",285,150,275,710
"3395","M",185,120,200,505
"3396","F",80,42.5,100,222.5
"3397","F",137.5,70,142.5,350
"3398","M",215,170,270,655
"3399","F",45,40,90,175
"3400","M",290,150,280,720
"3401","M",220,135,235,590
"3402","M",200,152.5,215,567.5
"3403","M",232.5,135,270,637.5
"3404","M",154,98,181,433
"3405","F",150,75,147.5,372.5
"3406","M",270.5,220.5,280.5,771.5
"3407","M",292.5,195,310,797.5
"3408","M",263.08,131.54,263.08,657.71
"3409","F",115,80,152.5,347.5
"3410","F",112.5,55,132.5,300
"3411","M",219.99,131.54,249.48,601.01
"3412","M",238.14,129.27,215.46,582.87
"3413","M",40,37.5,75,152.5
"3414","F",122.5,67.5,155,345
"3415","F",82.5,57.5,105,245
"3416","M",295,172.5,360,827.5
"3417","F",95,47.5,100,242.5
"3418","F",102.5,42.5,115,260
"3419","F",75,40,85,200
"3420","M",154.22,120.2,217.72,492.15
"3421","M",85,75,105,265
"3422","M",335,290,285,910
"3423","M",162.5,120,230,512.5
"3424","M",235,165,235,635
"3425","M",150,112.5,205,467.5
"3426","M",107.5,45,120,272.5
"3427","M",292.5,205,265,762.5
"3428","F",75,37.5,120,232.5
"3429","M",125.65,88.9,154.67,369.22
"3430","M",185.5,107.5,255,548
"3431","F",85,40,117.5,242.5
"3432","M",240,162.5,250,652.5
"3433","M",287.5,200,262.5,750
"3434","M",215,158,275,647.5
"3435","M",220,170,255,645
"3436","F",137.5,77.5,175,390
"3437","F",70,37.5,90,197.5
"3438","F",92.5,55,105,252.5
"3439","M",215,127.5,227.5,570
"3440","M",252.5,167.5,255,675
"3441","M",250,205,235,690
"3442","M",210,125,230,565
"3443","M",105,65,100,270
"3444","M",182.5,152.5,180,515
"3445","M",230,152.5,250,632.5
"3446","M",130,95,170,395
"3447","F",129.27,65.77,142.88,337.93
"3448","F",62.5,57.5,77.5,197.5
"3449","F",120,70,160,350
"3450","M",175,100,215,490
"3451","M",185,140,205,530
"3452","M",195,165,260,620
"3453","M",227.5,145,245,617.5
"3454","F",92.5,47.5,145,285
"3455","M",210,115,205,530
"3456","M",250,190,295,735
"3457","M",25,25,25,75
"3458","M",190,105,220,515
"3459","F",180,112.5,200,492.5
"3460","F",70,57.5,95,222.5
"3461","F",150,77.5,152.5,380
"3462","M",120,110,165,395
"3463","M",272.5,177.5,260,710
"3464","M",120,120,180,420
"3465","M",235,150,265,650
"3466","M",280,187.5,252.5,720
"3467","M",147.42,92.99,183.7,424.11
"3468","M",172.37,102.06,185.97,460.4
"3469","M",167.5,115,185,467.5
"3470","M",280,190,230,700
"3471","M",237.5,187.5,205,630
"3472","F",102.5,67.5,122.5,292.5
"3473","F",92.5,32.5,120,245
"3474","M",285,172.5,295,752.5
"3475","F",97.5,65,125,287.5
"3476","F",115,72.5,135,322.5
"3477","M",185,105,190,480
"3478","F",99.79,52.16,142.88,294.84
"3479","M",235,247.5,227.5,710
"3480","M",217.5,120,255,592.5
"3481","M",265,165,260,690
"3482","M",138.35,88.45,124.74,351.53
"3483","M",200,160,200,560
"3484","M",205,100,215,520
"3485","M",340,210,350,900
"3486","M",237.5,135,215,587.5
"3487","M",197.5,140,230,567.5
"3488","M",210,160,230,600
"3489","M",147.5,97.5,195,440
"3490","M",202.5,122.5,237.5,562.5
"3491","M",245,195,265,705
"3492","M",175,105,185,465
"3493","M",145,145,185,475
"3494","M",182.5,130,202.5,515
"3495","M",140,90,155,385
"3496","M",290,150,280,720
"3497","M",275,182.5,262.5,720
"3498","F",130,85,140,355
"3499","M",135,110,192.5,437.5
"3500","M",61.23,124.74,192.78,378.75
"3501","M",165,110,207.5,482.5
"3502","F",240,155,180,575
"3503","F",120,72.5,132.5,325
"3504","M",170,127.5,185,482.5
"3505","M",180,147.5,240,567.5
"3506","M",265,160,247.5,672.5
"3507","M",320,220,350,890
"3508","M",150,160,150,460
"3509","M",200,135,270,605
"3510","M",217.5,177.5,210,605
"3511","F",97.5,47.5,107.5,252.5
"3512","M",201.85,115.67,188.24,505.76
"3513","M",152.5,117.5,185,455
"3514","M",220,120,225,565
"3515","M",197.5,125,230,552.5
"3516","F",77.5,37.5,85,200
"3517","F",147.42,79.38,142.88,369.68
"3518","F",97.5,62.5,150,310
"3519","F",140,67.5,150,357.5
"3520","F",107.5,60,132.5,300
"3521","F",137.5,87.5,165,390
"3522","M",265.35,195.04,274.42,734.82
"3523","M",210,140,250,600
"3524","M",142.5,97.5,160,400
"3525","M",117.5,72.5,197.5,387.5
