"","X","Name","Sex","Event","Equipment","Age","AgeClass","BirthYearClass","Division","BodyweightKg","WeightClassKg","Best3SquatKg","Best3BenchKg","Best3DeadliftKg","TotalKg","Place","Dots","Wilks","Glossbrenner","Goodlift","Tested","Country","Date"
"7125",657843,"Robert Głowacki","M","SBD","Multi-ply",42,"40-44","40-49","M 40-44",116.25,"125",240,100,250,590,"2",342.52,341.85,327.35,57.74,"no","Poland","2009-10-22"
"7126",174438,"Lydia Mele","F","SBD","Single-ply",20,"20-23","19-23","F-O",82.9,"84",182.5,155,177.5,515,"1",476.87,462.33,404.56,81.42,"Yes","United States of America","2018-11-10"
"7127",352712,"Paul Whatson","M","SBD","Single-ply",19.5,"20-23","19-23","M-E-U20",98.8,"100",200,105,225,530,"1",327.95,324.14,309.66,55.75,"Yes","England","2004-11-28"
"7128",464547,"Anastasiya Poltaeva","F","SBD","Raw",31.5,"24-34","24-39","Open",45.45,"47",85,60,97.5,242.5,"2",325.87,333.99,298.58,69.55,"Yes","Russia","2019-04-27"
"7129",679423,"Kristie Matthews","F","SBD","Raw",22.5,"20-23","19-23","Juniors",62.46,"63",85,47.5,130,262.5,"1",283.81,283.76,250.59,57.75,"Yes","Australia","2012-03-30"
"7130",332276,"Emily Ratcliffe","F","SBD","Raw",19,"18-19","19-23","FR-Jr",50.6,"52",72.5,42.5,100,215,"2",267.13,273.7,242.89,55.6,"Yes","England","2022-02-05"
"7131",563840,"Keith Kanemoto","M","SBD","Single-ply",58,"55-59","50-59","Masters 55-59",81.7,"82.5",282.5,192.5,232.5,707.5,"1",481.92,476.76,458.94,82.46,"no","United States of America","2017-11-02"
"7132",121595,"Gabriel Overton","M","SBD","Raw",16.5,"16-17","14-18","MR-T2",92,"93",245,152.5,235,632.5,"1",404.54,399.4,382.43,83.18,"Yes","United States of America","2016-07-30"
"7133",501802,"Lorenzo Pecoraino","M","SBD","Single-ply",15.5,"16-17","14-18","M-T2",80,"82.5",165,107.5,180,452.5,"1",312.02,308.92,297.66,53.41,"Yes","Italy","2004-06-05"
"7134",55876,"Megan-Li Smith","F","SBD","Raw",26,"24-34","24-39","Open",51.86,"52",161,82.5,181,424.5,"1",518.39,530.3,470.11,107.44,"Yes","New Zealand","2022-08-01"
"7135",72703,"Erica Leong","F","SBD","Raw",29.5,"24-34","24-39","FR-O",57,"57",100,57.5,105,262.5,"7",300.74,304.6,269.34,61.57,"Yes","United States of America","2016-06-04"
"7136",108825,"Ann Pham","F","SBD","Raw",33.5,"24-34","24-39","FR-MO",61.12,"63",125,50,137.5,312.5,"4",342.43,343.46,303.4,69.75,"Yes","United States of America","2021-03-20"
"7137",144184,"Breckon Riley","M","SBD","Raw",18.5,"18-19","19-23","MR-C",61.5,"67.5",147.5,82.5,185,415,"1",343.34,346.15,337.57,67.17,"Yes","United States of America","2023-01-21"
"7138",447828,"Andrey Khomyakov","M","SBD","Raw",20,"20-23","19-23","Juniors",65.4,"66",155,135,180,470,"7",370.77,371.84,361.48,73.62,"Yes","Russia","2016-10-31"
"7139",447797,"Evgeniy Nikulin","M","SBD","Single-ply",18.5,"18-19","19-23","Open",99.1,"100",290,175,272.5,737.5,"2",455.73,450.48,430.33,77.46,"Yes","Russia","2009-04-25"
"7140",486444,"Ivan Rudnev","M","SBD","Single-ply",25.5,"24-34","24-39","Open",115.25,"120",232.5,142.5,265,640,"5",372.67,371.66,355.79,62.85,"Yes","Russia","2014-04-25"
"7141",750792,"Donna Aliminosa","F","SBD","Single-ply",49.5,"45-49","50-59","Masters 2",42.2,"44",82.5,45,107.5,235,"1",334.35,339.97,306.51,56.1,"Yes","United States of America","2001-10-17"
"7142",302678,"Eumenes Souza","M","SBD","Single-ply",40.5,"40-44","40-49","Masters 1",156.3,"120+",360,240,310,910,"1",484.04,500.57,471.05,80.87,"Yes","Brazil","2013-07-01"
"7143",665018,"Elaine Bolster","F","SBD","Single-ply",60,"60-64","60-69","LM 60-64",73.48,"75",70,40,90,200,"1",196.93,192.62,169.56,33.33,"Yes","United States of America","2003-04-12"
"7144",726895,"Oksana Andreeva","F","SBD","Wraps",36,"35-39","24-39","Amateur Open",76.5,"82.5",85,55,115,255,"7",245.8,239.47,210.48,50.12,"Yes","Russia","2012-12-02"
"7145",297755,"Nikolay Emtsev","M","SBD","Single-ply",49,"45-49","50-59","Masters 45-49",105.4,"110",255,175,255,685,"1",412.49,408.78,390.36,69.9,"Yes","Russia","2017-04-20"
"7146",111413,"Tim Teragawa","M","SBD","Raw",54.5,"50-54","50-59","MR-M2",86.1,"90",172.5,122.5,205,500,"1",330.82,326.8,313.83,67.95,"Yes","United States of America","2022-08-20"
"7147",114397,"Roman Smith","M","SBD","Raw",15.5,"16-17","14-18","MR-T1",99.6,"100",150,95,155,400,"1",246.64,243.83,232.9,50.63,"Yes","United States of America","2022-01-29"
"7148",85529,"Tiffiny Showman","F","SBD","Raw",23.5,"24-34","24-39","FR-O",76.4,"84",165,82.5,192.5,440,"5",424.42,413.54,363.5,86.54,"Yes","United States of America","2015-10-15"
"7149",237289,"Dave Gledhill","M","SBD","Single-ply",48.5,"45-49","40-49","Masters 1",94.1,"100",120,75,147.5,342.5,"1",216.7,213.97,204.71,36.92,"Yes","Canada","2005-02-12"
"7150",279051,"Samvel Galstyan","M","SBD","Raw",33,"24-34","24-39","Amateur Open",120.7,"125",220,187.5,282.5,690,"1",395.51,396.17,379.64,80.01,"Yes","Russia","2021-09-04"
"7151",502905,"Concetta Esposito","F","SBD","Raw",37.5,"35-39","24-39","F-O",62.8,"63",102.5,65,155,322.5,"1",347.53,347.19,306.58,70.7,"Yes","Italy","2006-11-11"
"7152",171142,"Jay Clancy","M","SBD","Raw",36,"35-39","24-39","MR-O",88.8,"93",210,140,242.5,592.5,"2",385.73,380.87,365.25,79.29,"Yes","United States of America","2020-09-26"
"7153",359115,"Dillon Maier","M","SBD","Single-ply",44,"40-44","40-49","Open",67.5,"67.5",154.22,97.52,204.12,455.86,"4",351.35,351.48,341.17,60.1,"no","United States of America","1980-03-01"
"7154",287223,"Damian Szal","M","SBD","Raw",19,"18-19","19-23","Juniorzy do lat 23",64.68,"66",180,105,205,490,"3",389.78,391.26,380.57,77.21,"Yes","Poland","2018-09-14"
"7155",552569,"Stephanie Barnett","F","SBD","Raw",39,"35-39","24-39","Submasters 35-39",78.7,"82.5",130,67.5,170,367.5,"1",349.14,339.4,297.91,71.31,"no","United States of America","2022-12-10"
"7156",245879,"Mark Fennessy","M","SBD","Raw",54.5,"50-54","50-59","Masters 2",89.9,"93",187.5,110,237.5,535,"3",346.13,341.73,327.53,71.16,"Yes","England","2022-11-28"
"7157",674152,"Juracy B. De Souza","F","SBD","Single-ply",59.5,"55-59","60-69","Masters 3",72.8,"75",130,65,150,345,"1",341.42,334.29,294.36,57.75,"Yes","Brazil","2007-08-07"
"7158",559555,"Kate Timpson","F","SBD","Raw",32,"24-34","24-39","Open",59.4,"60",125,60,160,345,"1",384.89,387.65,342.55,78.53,"Yes","United States of America","2022-11-05"
"7159",190666,"Ben Wagoner","M","SBD","Raw",25.5,"24-34","24-39","MR-O",64.7,"66",160,115,235,510,"1",405.6,407.13,395.99,80.34,"Yes","United States of America","2019-02-16"
"7160",348244,"Adam Zevchik","M","SBD","Multi-ply",21,"20-23","19-23","M_JEM_APF",74.48,"75",308.44,167.83,249.48,725.75,"1",523,519.66,502.27,89.57,"no","United States of America","2016-09-10"
"7161",306289,"Beau Moore #1","M","SBD","Raw",50,"50-54","50-59","MOR-AD",170,"140+",332.5,227.5,320,880,"1",457.95,477.96,446.8,89.29,"Yes","United States of America","2015-08-01"
"7162",569789,"Christina Tupper","F","SBD","Raw",29,"24-34","24-39","Open",89.5,"90",142.5,80,157.5,380,"1",339.61,329.11,286.22,70.11,"no","United States of America","2017-05-20"
"7163",89784,"Bethany Lapitan","F","SBD","Raw",20.5,"20-23","19-23","FR-Jr",66.4,"67.5",115,65,137.5,317.5,"1",330.93,327.92,289.35,67.24,"Yes","United States of America","2022-09-17"
"7164",502376,"Samuele Del Sordo","M","SBD","Raw",22,"20-23","19-23","M-O",88.2,"90",182.5,117.5,242.5,542.5,"7",354.42,349.98,335.72,72.85,"Yes","Italy","2016-11-04"
"7165",408556,"Sarah Lewis #3","F","SBD","Raw",17,"16-17","14-18","FR-T2",57.7,"60",92.5,55,145,292.5,"1",332.46,336.19,297.21,67.99,"Yes","United States of America","2008-07-25"
"7166",700256,"Melker Von der Geest","M","SBD","Raw",22.5,"20-23","19-23","Juniors",81.7,"83",232.5,162.5,295,690,"6",470,464.96,447.58,96.28,"Yes","Sweden","2021-12-03"
"7167",543969,"Ryan Bogle","M","SBD","Raw",30,"24-34","24-39","Open",90.6,"100",185,122.5,205,512.5,"4",330.28,326.08,312.43,67.91,"Yes","United States of America","2022-06-04"
"7168",476026,"Valentina Vermenyuk","F","SBD","Single-ply",23.5,"24-34","24-39","Open",47.9,"48",170,97.5,157.5,425,"1",549.28,563.74,501.85,91.81,"Yes","Russia","2010-02-15"
"7169",320491,"Sergiy Moklyak","M","SBD","Raw",17,"16-17","14-18","Sub-Juniors",63,"66",145,100,170,415,"2",336.87,338.91,330.08,66.31,"Yes","Ukraine","2016-05-26"
"7170",311968,"Olivier Vivien","M","SBD","Raw",24,"24-34","24-39","M-O",89.4,"90",180,107.5,205,492.5,"1",319.53,315.49,302.45,65.69,"Yes","Switzerland","2020-02-15"
"7171",149622,"Tina Crawford","F","SBD","Raw",53.5,"50-54","50-59","FR-M2a",71.65,"72",107.5,67.5,147.5,322.5,"1",321.94,315.8,278.21,65.47,"Yes","United States of America","2019-12-14"
"7172",644809,"Zach Allen #1","M","SBD","Multi-ply",25.5,"24-34","24-39","Elite Open",88.09,"90",362.87,242.67,258.55,864.09,"1",564.88,557.81,535.12,96.47,"Yes","United States of America","2022-10-08"
"7173",100191,"Robin Leslie","F","SBD","Raw",44.5,"40-44","40-49","FR-O",74.4,"76",70,52.5,95,217.5,"4",212.74,207.81,182.86,43.32,"Yes","United States of America","2021-10-16"
"7174",654454,"Petr Ovchinnikov","M","SBD","Single-ply",21.5,"20-23","19-23","Open",74.3,"75",135,112.5,180,427.5,"13",308.55,306.63,296.39,52.84,"Yes","Belarus","2011-05-03"
"7175",249568,"Tomáš Sedláček","M","SBD","Single-ply",30,"24-34","24-39","Open",82.2,"82.5",245,150,262.5,657.5,"1",446.31,441.43,424.81,76.36,"Yes","Czechia","1996-03-16"
"7176",466302,"Nikolay Zhatikov","M","SBD","Raw",28,"24-34","24-39","Open",65.85,"66",185,125,205,515,"2",404.2,405.13,393.71,80.38,"Yes","Russia","2018-06-07"
"7177",286961,"Wiktor Ciachera","M","SBD","Raw",24,"24-34","24-39","Seniorzy",78.7,"83",210,125,210,545,"14",379.49,375.99,362.54,77.51,"Yes","Poland","2021-06-04"
"7178",204089,"Dong Yun","M","SBD","Raw",19.5,"20-23","19-23","MR-O",65.5,"66",177.5,110,205,492.5,"1",388.08,389.14,378.27,77.08,"Yes","United States of America","2016-03-20"
"7179",119601,"Joshua Rogers","M","SBD","Raw",17.5,"18-19","14-18","MR-T3",59.9,"60",165,105,160,430,"1",363.44,367.3,358.7,70.58,"Yes","United States of America","2022-07-09"
"7180",456105,"Sergey Evdokimov","M","SBD","Raw",25.5,"24-34","24-39","Open",103.2,"105",200,150,250,600,"14",364.42,360.77,344.48,74.68,"Yes","Russia","2018-11-02"
"7181",754780,"Dmitriy Zinovyev","M","SBD","Single-ply",20.5,"20-23","19-23","Juniors",81.99,"82.5",287.5,210,290,787.5,"2",535.33,529.52,509.65,91.59,"Yes","Kazakhstan","2005-09-07"
"7182",79994,"Vinh Nguyen #1","M","SBD","Raw",24.5,"24-34","24-39","MR-O",71.42,"74",172.5,97.5,182.5,452.5,"3",335.25,334,323.4,67.67,"Yes","United States of America","2018-08-11"
"7183",682793,"Ashley Armstrong #1","M","SBD","Wraps",22.5,"20-23","19-23","M-J",79.1,"82.5",220,152.5,285,657.5,"1",456.43,452.12,435.85,93.27,"no","UK","2018-06-24"
"7184",58510,"Amanda Parish","F","SBD","Raw",42,"40-44","40-49","Masters 1",56.5,"57",97.5,65,122.5,285,"1",328.42,333,294.5,67.3,"Yes","New Zealand","2020-10-06"
"7185",36970,"Andrey Demekhov","M","SBD","Raw",34,"24-34","24-39","Pro Open",109,"110",285,165,287.5,737.5,"2",438.31,435.25,415.88,89.5,"no","Russia","2018-07-20"
"7186",33026,"Henrik Skov Nielsen","M","SBD","Single-ply",36.5,"35-39","24-39","Open",90.53,"93",275,187.5,257.5,720,"1",464.18,458.28,439.11,79.2,"Yes","Denmark","2021-08-22"
"7187",39010,"Albert Mezhgikhov","M","SBD","Raw",21,"20-23","19-23","Amateur Juniors 20-23",80.4,"82.5",120,105,160,385,"1",264.7,262.02,252.41,54.16,"Yes","Russia","2014-07-25"
"7188",196616,"Merideth Randles","F","SBD","Raw",47.5,"45-49","40-49","FR-M1b",61.7,"67.5",110,65,152.5,327.5,"1",356.77,357.35,315.63,72.64,"Yes","United States of America","2022-02-26"
"7189",550086,"Ryon Foubert","M","SBD","Raw",14,"13-15","14-18","Juniors 13-15",76,"82.5",125,82.5,160,367.5,"1",261.45,259.49,250.58,53.21,"no","United States of America","2017-02-11"
"7190",289358,"Michał Podstawski","M","SBD","Raw",17.5,"18-19","14-18","Seniorzy",73.5,"74",170,102.5,197.5,470,"7",341.62,339.72,328.53,69.24,"Yes","Poland","2017-04-01"
"7191",219138,"Jourdyn Rumph","F","SBD","Raw",16.5,"16-17","14-18","FR-T2",68.3,"72",97.5,65,137.5,300,"1",307.63,303.63,267.78,62.51,"Yes","United States of America","2019-03-16"
"7192",543322,"Isaiah Wood","M","SBD","Raw",16,"16-17","14-18","Juniors 16-17",166.6,"140+",255,137.5,250,642.5,"1",336.1,350.08,327.11,65.65,"no","United States of America","2018-07-21"
"7193",106010,"Mason Cabney","M","SBD","Raw",17.5,"18-19","14-18","MR-T3",72.8,"74",182.5,117.5,227.5,527.5,"1",385.84,383.92,371.43,78.1,"Yes","United States of America","2016-08-13"
"7194",13932,"Harri Hagfors","M","SBD","Single-ply",47.5,"45-49","40-49","Over 40",99.4,"100",260,195,300,755,"2",465.93,460.6,439.97,79.18,"Yes","Finland","2009-04-24"
"7195",560408,"Kevin Vuong","M","SBD","Raw",30,"24-34","24-39","Open",88.4,"90",242.5,160,250,652.5,"5",425.78,420.44,403.27,87.52,"Yes","United States of America","2022-11-19"
"7196",608688,"Cody Kann","M","SBD","Raw",25,"24-34","24-39","Open",82,"82.5",220,160,215,595,"3",404.44,400.06,385.04,82.87,"no","United States of America","2019-06-29"
"7197",56055,"David Blake","M","SBD","Raw",17.5,"18-19","14-18","Open",95.92,"105",140,110,160,410,"3",257.1,253.93,242.78,52.84,"Yes","United States of America","2015-03-07"
"7198",135226,"Scott Gillett","M","SBD","Single-ply",54.5,"50-54","50-59","M-M2b",80.5,"82.5",125,75,135,335,"1",230.15,227.81,219.44,39.39,"Yes","United States of America","2022-02-26"
"7199",29792,"Aeryn Anderson","F","SBD","Single-ply",17,"16-17","14-18","F-Sj",59.05,"63",147.5,72.5,137.5,357.5,"2",400.34,403.54,356.63,67.04,"Yes","United States of America","2022-06-18"
"7200",145385,"Chase Gibson","M","SBD","Raw",17.5,"18-19","14-18","MR-T3",64.9,"66",142.5,87.5,150,380,"5",301.51,302.57,294.24,59.77,"Yes","United States of America","2018-12-01"
"7201",222872,"Glib Semkin","M","SBD","Wraps",19.5,"20-23","19-23","T3",73.96,"75",190,120,220,530,"1",383.67,381.38,368.73,77.83,"Yes","Ukraine","2015-03-28"
"7202",557380,"Jeff Carver","M","SBD","Raw",52,"50-54","50-59","Open",125.8,"140",215,140,215,570,"1",322.4,324.4,310.24,64.93,"no","United States of America","2021-12-04"
"7203",492804,"Olga Legotkina","F","SBD","Single-ply",19.5,"20-23","19-23","Open",47.8,"48",115,55,142.5,312.5,"7",404.5,415.15,369.63,67.61,"Yes","Russia","1996-10-02"
"7204",103896,"Vincent Sanchez","M","SBD","Raw",21.5,"20-23","19-23","MR-Jr",98.55,"100",227.5,142.5,255,625,"1",387.16,382.64,365.56,79.51,"Yes","United States of America","2022-05-21"
"7205",159068,"Joseph Adams","M","SBD","Raw",25.5,"24-34","24-39","MR-O",91.6,"93",272.5,177.5,307.5,757.5,"1",485.53,479.35,459.06,99.83,"Yes","United States of America","2020-10-25"
"7206",596434,"Justin Canterberry","M","SBD","Wraps",33,"24-34","24-39","Open",87.2,"90",222.5,135,230,587.5,"1",386.11,381.33,365.98,79.34,"no","United States of America","2018-12-08"
"7207",489477,"Evgeniy Manyanov","M","SBD","Single-ply",22.5,"20-23","19-23","Juniors",69.25,"74",275,185,270,730,"2",552.48,551.61,534.82,94.55,"Yes","Russia","2011-02-26"
"7208",419191,"Jimmy Bishop #1","M","SBD","Wraps",67,"65-69","60-69","Masters 65-69",94.8,"100",83.91,92.99,136.08,312.98,"1",197.33,194.87,186.38,40.56,"no","United States of America","2015-05-30"
"7209",493513,"Andrey Gornostaev","M","SBD","Single-ply",30.5,"24-34","24-39","Open",95.2,"100",320,200,300,820,"7",515.99,509.58,487.31,87.86,"Yes","Russia","2008-03-11"
"7210",534721,"Eduardo Rivera","M","SBD","Raw",26,"24-34","24-39","Open",89.2,"90",255,155,262.5,672.5,"2",436.81,431.29,413.51,89.8,"no","United States of America","2022-12-03"
"7211",571080,"Jeremy Lowery","M","SBD","Raw",20,"20-23","19-23","Juniors 20-23",88.6,"90",172.5,110,182.5,465,"5",303.08,299.27,287.02,62.3,"no","United States of America","2016-06-18"
"7212",200931,"Sydney Cunfer","F","SBD","Raw",23.5,"24-34","24-39","FR-O",75.2,"76",155,87.5,187.5,430,"1",418.22,408.1,358.94,85.2,"Yes","United States of America","2021-09-11"
"7213",427129,"Nathan Brandhorst","M","SBD","Raw",28,"24-34","24-39","Open",129.3,"140",350,237.5,367.5,955,"1",535.62,540.67,516.65,107.53,"no","United States of America","2021-11-06"
"7214",22960,"Natalia Sobczak","F","SBD","Wraps",25,"24-34","24-39","Open",59.9,"60",110,65,140,315,"3",349.56,351.64,310.7,71.29,"no","Poland","2021-11-19"
"7215",34389,"Valeriy Sadreev","M","SBD","Single-ply",23,"20-23","24-39","Amateur Juniors 20-23",80,"82.5",220,110,190,520,"2",358.56,355,342.06,61.37,"Yes","Russia","2014-03-22"
"7216",199647,"Robert Simpson","M","SBD","Raw",20.5,"20-23","19-23","MR-Jr",89.25,"93",192.5,127.5,210,530,"5",344.15,339.8,325.79,70.75,"Yes","United States of America","2020-01-18"
"7217",499839,"Caitlin Barraclough","F","SBD","Wraps",22,"20-23","19-23","F-OR",66,"67.5",117.5,75,140,332.5,"4",347.79,344.93,304.39,70.67,"no","Australia","2018-09-22"
"7218",387269,"Hermann Charbonnier","M","SBD","Raw",20.5,"20-23","19-23","Juniors",58.53,"59",180,120,200,500,"1",430.81,436.33,426.68,83.09,"Yes","France","2022-05-14"
"7219",567898,"Carlos Vazquez","M","SBD","Raw",21,"20-23","19-23","Juniors 20-23",73.1,"75",185,125,215,525,"1",382.97,380.96,368.5,77.57,"no","United States of America","2018-11-17"
"7220",180820,"Erika Miller","F","SBD","Raw",18.5,"18-19","19-23","FR-T3",57.5,"63",75,42.5,95,212.5,"3",242.08,244.9,216.52,49.52,"Yes","United States of America","2019-07-20"
"7221",644143,"Jani Loippo","M","SBD","Wraps",25.5,"24-34","24-39","Open",88.2,"90",210,182.5,240,632.5,"3",413.22,408.04,391.42,84.93,"no","Finland","2017-12-10"
"7222",615480,"Tyler Popejoy","M","SBD","Wraps",15,"13-15","14-18","Juniors 13-15",94.7,"100",145,87.5,175,407.5,"1",257.05,253.84,242.79,52.84,"no","United States of America","2020-03-14"
"7223",133553,"Nicole Tompkins-Flagg","F","SBD","Single-ply",33.5,"24-34","24-39","F-O",66.8,"69",142.5,65,152.5,360,"1",373.91,370.19,326.62,62.94,"Yes","United States of America","2021-10-10"
"7224",479678,"Evgeniy Kupriyanov","M","SBD","Single-ply",30.5,"24-34","24-39","Open",147.05,"120+",270,210,230,710,"4",383.86,393.94,373.03,64.13,"Yes","Russia","2015-12-03"
"7225",347129,"Pierre Pothee","M","SBD","Multi-ply",76.5,"75-79","70-999","M_MEM_8_WPC",79.75,"82.5",135,72.5,152.5,360,"1",248.7,246.26,237.31,42.57,"no","France","2001-11-06"
"7226",621008,"Matt Foreman","M","SBD","Single-ply",48,"45-49","40-49","Masters 45-49",113.8,"125",272.5,142.5,237.5,652.5,"1",381.66,380.22,363.81,64.41,"no","United States of America","2020-10-24"
"7227",454539,"Denis Vikulyev","M","SBD","Single-ply",19.5,"20-23","19-23","Open",89.95,"90",260,160,300,720,"18",465.68,459.77,440.66,79.47,"Yes","Russia","2005-05-27"
"7228",214504,"Rebeca Dighero","F","SBD","Raw",28.5,"24-34","24-39","FR-O",94.8,"84+",130,80,150,360,"2",313.88,304.93,263.63,65.2,"Yes","United States of America","2021-12-11"
"7229",392588,"Yaroslav Vodolazskiy","M","SBD","Raw",15.5,"16-17","14-18","O",89.2,"90",145.5,87.5,200.5,433.5,"8",281.57,278.01,266.55,57.89,"Yes","Ukraine","2019-04-06"
"7230",627414,"Krystal Cilch-Hannis","F","SBD","Raw",31,"24-34","24-39","Open",86.55,"90",100,65,135,300,"2",272.21,263.7,230.01,56.02,"Yes","United States of America","2018-12-01"
"7231",757755,"Brenda van der Meulen","F","SBD","Single-ply",28.5,"24-34","24-39","Open",94.9,"90+",192.5,137.5,170,500,"6",435.75,423.36,365.97,75.25,"Yes","Netherlands","2007-10-14"
"7232",555481,"Kevin Jackson #5","M","SBD","Raw",23,"20-23","24-39","Juniors 20-23",80.3,"82.5",230,155,260,645,"1",443.78,439.31,423.21,90.8,"no","United States of America","2017-06-24"
"7233",335533,"Sean Olsen","M","SBD","Wraps",42,"40-44","40-49","M_MCR_1_APF",97.8,"100",282.5,187.5,295,765,"1",475.5,469.85,448.96,97.67,"no","United States of America","2015-12-12"
"7234",389502,"Youssuf El Adlani","M","SBD","Raw",21,"20-23","19-23","Juniors",90.8,"93",245,147.5,260,652.5,"G",420.04,414.7,397.3,86.37,"Yes","Italy","2017-10-07"
"7235",266755,"Cheryl Van De Voorde","F","SBD","Raw",42,"40-44","40-49","Masters 40-44",85.8,"90",100,65,127.5,292.5,"1",266.48,258.16,225.33,54.79,"no","Canada","2016-07-09"
"7236",328949,"Suzanne Dakin","F","SBD","Raw",36.5,"35-39","24-39","F-C-Open",55.6,"57",102.5,55,160,317.5,"1",369.78,375.68,332.35,75.9,"Yes","England","2019-07-06"
"7237",119908,"Tushar Morabkar","M","SBD","Raw",25,"24-34","24-39","MR-O",92.4,"93",165,125,205,495,"6",315.93,311.92,298.61,64.96,"Yes","United States of America","2020-03-07"
"7238",259802,"István Verebi","M","SBD","Wraps",61.5,"60-64","60-69","M5",73.8,"75",130,110,130,370,"1",268.22,266.66,257.83,54.4,"no","Hungary","2013-09-23"
"7239",247523,"April Lonsberry","F","SBD","Wraps",40,"40-44","40-49","F_MCR_1_CPF",56,"56",77.5,45,60,182.5,"1",211.54,214.73,189.94,43.39,"no","Canada","2017-11-04"
"7240",625873,"Aaron Bennett","M","SBD","Raw",28,"24-34","24-39","Open",81.8,"82.5",240,182.5,260,682.5,"1",464.57,459.57,442.37,95.18,"no","United States of America","2022-09-24"
"7241",264009,"Tomasz Stawiarski","M","SBD","Raw",24,"24-34","24-39","Open",97.9,"100",250,175,300,725,"6",450.43,445.09,425.29,92.52,"no","Poland","2022-05-12"
"7242",78799,"Becky Enright","F","SBD","Raw",40,"40-44","40-49","FR-O",70.23,"72",175,90,175,440,"17",444.14,436.74,384.96,90.28,"Yes","United States of America","2019-10-16"
"7243",364429,"Alan Haga","M","SBD","Single-ply",25,"24-34","24-39","Open",90,"90",240,125,230,595,"7",384.73,379.84,364.04,65.66,"no","United States of America","1999-07-24"
"7244",262295,"Jiří Píbal","M","SBD","Wraps",18,"18-19","14-18","T3",74.8,"75",217.5,130,240,587.5,"1",422.21,419.41,405.3,85.77,"no","Czechia","2017-09-14"
"7245",629723,"Justin Chockley","M","SBD","Wraps",34,"24-34","24-39","Open",88.8,"90",197.5,125,207.5,530,"2",345.04,340.7,326.72,70.93,"no","United States of America","2017-04-29"
"7246",308647,"Israel Fuentes","M","SBD","Wraps",34,"24-34","24-39","MSR",90,"90",249.48,174.63,256.28,680.39,"1",439.94,434.36,416.29,90.45,"no","United States of America","2015-03-14"
"7247",710097,"Olexandr Fedoseyev","M","SBD","Wraps",18,"18-19","14-18","T3",88.2,"90",192.5,155,242.5,590,"1",385.45,380.62,365.12,79.22,"Yes","Ukraine","2009-06-19"
"7248",315362,"Anton Tovstyga","M","SBD","Raw",16.5,"16-17","14-18","Open",57.35,"59",125,80,170,375,"2",328.76,333.61,326.62,63,"Yes","Ukraine","2012-09-20"
"7249",392701,"Mikhail Kanishev","M","SBD","Raw",19.5,"20-23","19-23","O",74.6,"75",100,77.5,137.5,315,"5",226.76,225.3,217.74,46.05,"Yes","Ukraine","2018-12-08"
"7250",284773,"Dakota Burkhammer","M","SBD","Raw",29,"24-34","24-39","Open",104.7,"110",243,165,230,638,"1",385.22,381.62,364.41,78.88,"Yes","United States of America","2020-12-12"
"7251",169310,"Michele Centineo","F","SBD","Raw",29,"24-34","24-39","FR-O",59.2,"60",137.5,77.5,142.5,357.5,"1",399.69,402.75,355.91,81.57,"Yes","United States of America","2022-04-30"
"7252",62532,"Alireza Herfedoust","M","SBD","Wraps",32,"24-34","24-39","M_OCR_BPU",73.55,"75",270,135,260,665,"1",483.15,480.43,464.6,97.94,"no","UK","2019-05-10"
"7253",639069,"Chase Langer","M","SBD","Raw",20,"20-23","19-23","Open",74.1,"75",207.5,125,257.5,590,"1",426.58,423.99,409.89,86.56,"no","United States of America","2022-12-17"
"7254",592987,"Irving Robles Morales","M","SBD","Raw",21,"20-23","19-23","Open",86.1,"90",230,142.5,242.5,615,"2",406.91,401.97,386.01,83.58,"Yes","United States of America","2023-01-07"
"7255",4460,"Volodymyr Bushtryuk","M","SBD","Wraps",41,"40-44","40-49","Amateur Masters 40-44",80.95,"82.5",235,140,195,570,"1",390.34,386.28,372,79.91,"no","Ukraine","2018-05-17"
"7256",674798,"Danielle O'Shea","F","SBD","Raw",23,"20-23","19-23","Juniors 20-24",87.3,"90",130,55,150,335,"2",302.77,293.31,255.65,62.35,"Yes","Ireland","2016-05-07"
"7257",565222,"Umar Iniev","M","SBD","Raw",32,"24-34","24-39","Open",105.9,"110",302.5,195,305,802.5,"3",482.33,478.12,456.6,98.69,"no","Russia","2018-12-06"
"7258",579331,"Tom Matlock","M","SBD","Raw",62,"60-64","60-69","Masters 60-64",111.77,"125",187.5,115.5,220,523,"1",307.92,306.32,292.91,62.75,"no","United States of America","2014-02-22"
"7259",527835,"Jacob Sandy","M","SBD","Raw",26,"24-34","24-39","Open",102.75,"110",265,142.5,272.5,680,"3",413.76,409.53,391.04,84.81,"no","United States of America","2020-02-22"
"7260",732222,"Kaplan Tlevtsezhev","M","SBD","Wraps",59,"55-59","50-59","Pro Masters 55-59",82.4,"82.5",185,110,217.5,512.5,"1",347.4,343.58,330.61,71.2,"no","Russia","2015-05-28"
"7261",179272,"Hunter Burlingame","M","SBD","Single-ply",17.5,"18-19","14-18","M-O",92.3,"100",265,122.5,255,642.5,"1",410.29,405.07,387.81,69.95,"Yes","United States of America","2018-03-11"
"7262",449810,"Kristina Novikova","F","SBD","Single-ply",15.5,"16-17","14-18","Juniors",65.6,"72",55,27.5,72.5,155,"1",162.71,161.51,142.54,27.36,"Yes","Russia","2012-03-01"
